City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Inirida,CO,2020-08-26 02:20:12,3.87,-67.92,73.51,94,79,1.36
307,Port Lincoln,AU,2020-08-26 02:16:18,-34.73,135.87,62.71,54,81,11.9
308,Santa Marta,CO,2020-08-26 02:19:34,11.24,-74.2,73.99,88,93,2.53
309,Omsukchan,RU,2020-08-26 02:20:12,62.53,155.8,54.52,41,0,4.47
310,Chingola,ZM,2020-08-26 02:20:12,-12.53,27.88,57.49,68,0,4.45
311,Acari,PE,2020-08-26 02:20:13,-15.43,-74.62,62.22,76,85,5.73
312,Buala,SB,2020-08-26 02:20:13,-8.14,159.59,85.59,68,100,9.42
313,Saint-Francois,FR,2020-08-26 02:20:14,46.42,3.91,70.0,78,83,5.01
314,Vardo,NO,2020-08-26 02:16:09,70.37,31.11,48.7,84,0,5.08
315,Marsa Matruh,EG,2020-08-26 02:20:14,31.35,27.25,73.4,78,0,7.31
316,Kutum,SD,2020-08-26 02:20:14,14.2,24.67,73.98,74,70,5.21
317,Kargasok,RU,2020-08-26 02:20:14,59.06,80.86,51.62,87,15,4.65
318,Maceio,BR,2020-08-26 02:19:31,-9.67,-35.74,71.6,100,75,5.82
319,Galle,LK,2020-08-26 02:20:15,6.04,80.22,81.32,82,100,6.69
320,Ilinge,ZA,2020-08-26 02:20:15,-31.98,27.04,40.68,89,2,4.43
321,Lampang,TH,2020-08-26 02:20:15,18.33,99.5,80.6,78,20,2.24
322,Airai,TL,2020-08-26 02:16:31,-8.93,125.41,70.32,52,97,7.56
323,Asosa,ET,2020-08-26 02:20:16,10.07,34.53,61.61,96,93,1.92
324,Calvinia,ZA,2020-08-26 02:17:15,-31.47,19.78,42.84,84,0,4.34
325,Muzhi,RU,2020-08-26 02:20:16,65.37,64.67,54.46,89,98,4.83
326,Anloga,GH,2020-08-26 02:16:06,5.79,0.9,75.2,88,40,6.93
327,Sorong,ID,2020-08-26 02:20:17,-0.88,131.25,83.01,72,22,10.07
328,Abong Mbang,CM,2020-08-26 02:20:18,3.98,13.18,67.46,98,100,2.28
329,Camopi,GF,2020-08-26 02:20:18,3.17,-52.32,72.79,93,0,2.73
330,Zabaykalsk,RU,2020-08-26 02:20:18,49.63,117.32,64.99,52,0,4.38
331,Waingapu,ID,2020-08-26 02:20:18,-9.66,120.26,85.12,43,3,21.03
332,Nhulunbuy,AU,2020-08-26 02:16:00,-12.23,136.77,80.6,65,75,17.22
333,Radovis,MK,2020-08-26 02:20:18,41.64,22.46,60.64,85,0,4.03
334,Fare,PF,2020-08-26 02:20:19,-16.7,-151.02,76.5,82,76,16.58
335,Maniitsoq,GL,2020-08-26 02:20:19,65.42,-52.9,46.56,79,0,4.23
336,Shitanjing,CN,2020-08-26 02:20:19,39.23,106.34,78.46,22,0,3.06
337,Tual,ID,2020-08-26 02:20:19,-5.67,132.75,79.32,80,45,18.92
338,Tawau,MY,2020-08-26 02:20:20,4.25,117.89,86.0,79,40,3.36
339,San Cristobal,VE,2020-08-26 02:16:39,7.77,-72.22,66.22,91,99,3.36
340,Mazamari,PE,2020-08-26 02:20:20,-11.33,-74.53,71.55,67,62,1.45
341,Svetlaya,RU,2020-08-26 02:20:21,46.54,138.33,77.58,62,46,3.51
342,Tashigang,BT,2020-08-26 02:20:21,27.33,91.55,78.48,59,0,0.2
343,Margate,GB,2020-08-26 02:20:21,51.38,1.39,63.0,71,67,5.01
344,Savannah Bight,HN,2020-08-26 02:20:22,16.45,-85.85,85.32,75,0,25.93
345,Puerto Quijarro,BO,2020-08-26 02:20:22,-17.78,-57.77,80.65,37,0,1.63
346,Nara,JP,2020-08-26 02:20:22,34.69,135.8,93.99,49,20,5.82
347,Lashio,MM,2020-08-26 02:20:22,22.93,97.75,71.37,97,98,0.87
348,Hami,CN,2020-08-26 02:16:08,42.8,93.45,83.21,25,0,26.82
349,Upata,VE,2020-08-26 02:20:23,8.01,-62.4,79.0,90,73,1.99
350,Salamanca,ES,2020-08-26 02:20:23,40.83,-6.0,62.01,82,0,0.22
351,Kenai,US,2020-08-26 02:20:23,60.55,-151.26,59.0,67,90,6.93
352,Yei,SS,2020-08-26 02:20:23,4.09,30.68,64.54,93,100,1.03
353,Mount Gambier,AU,2020-08-26 02:20:23,-37.83,140.77,51.8,66,90,10.29
354,Plastun,RU,2020-08-26 02:20:24,44.76,136.29,84.94,56,39,1.68
355,Asyut,EG,2020-08-26 02:20:24,27.18,31.18,77.0,44,0,3.44
356,Sete Lagoas,BR,2020-08-26 02:20:24,-19.47,-44.25,60.8,51,72,9.17
357,Maningrida,AU,2020-08-26 02:20:25,-12.07,134.27,86.72,33,3,12.68
358,Tottori,JP,2020-08-26 02:18:50,35.5,134.23,91.4,52,20,13.87
359,Batemans Bay,AU,2020-08-26 02:20:25,-35.72,150.18,59.0,56,0,5.01
360,Riyadh,SA,2020-08-26 02:15:52,24.69,46.72,84.2,30,93,7.63
361,Amot,NO,2020-08-26 02:20:25,59.57,7.99,46.0,91,100,0.98
362,North Platte,US,2020-08-26 02:20:26,41.12,-100.77,84.2,35,1,10.29
363,Shumskiy,RU,2020-08-26 02:20:26,54.83,99.13,60.48,66,49,5.28
364,Paragominas,BR,2020-08-26 02:20:26,-2.97,-47.48,78.71,70,99,6.15
365,Muscle Shoals,US,2020-08-26 02:20:26,34.74,-87.67,75.2,94,75,4.7
366,Yarmouth,US,2020-08-26 02:15:34,41.71,-70.23,75.0,69,75,10.29
367,Richards Bay,ZA,2020-08-26 02:20:27,-28.78,32.04,69.42,76,0,21.63
368,Wenling,CN,2020-08-26 02:20:27,28.37,121.36,95.0,58,14,8.99
369,Puerto Baquerizo Moreno,EC,2020-08-26 02:20:30,-0.9,-89.6,65.64,87,5,11.99
370,Asopos,GR,2020-08-26 02:20:30,36.73,22.87,78.01,65,59,3.06
371,Akyab,MM,2020-08-26 02:20:30,20.15,92.9,80.91,86,97,11.88
372,Presidencia Roque Saenz Pena,AR,2020-08-26 02:20:30,-26.79,-60.44,82.96,40,75,13.51
373,Lagoa,PT,2020-08-26 02:20:30,39.05,-27.98,73.76,88,20,12.08
374,Beirut,LB,2020-08-26 02:18:53,33.89,35.49,70.0,49,0,3.8
375,Port Moresby,PG,2020-08-26 02:20:10,-9.44,147.18,86.0,70,40,23.04
376,Belaya Gora,RU,2020-08-26 02:20:31,68.53,146.42,49.19,49,69,5.64
377,Tessalit,ML,2020-08-26 02:20:31,20.2,1.01,89.55,40,61,10.74
378,Aklavik,CA,2020-08-26 02:20:32,68.22,-135.01,57.2,67,75,9.17
379,Lorengau,PG,2020-08-26 02:20:32,-2.02,147.27,85.69,70,77,12.37
380,Birao,CF,2020-08-26 02:20:32,10.28,22.79,70.47,96,100,3.29
381,Mabaruma,GY,2020-08-26 02:20:32,8.2,-59.78,73.96,97,100,2.71
382,Balassagyarmat,HU,2020-08-26 02:20:32,48.07,19.3,48.2,93,42,0.96
383,Faya,SA,2020-08-26 02:20:33,18.39,42.45,77.0,25,40,8.05
384,Cayenne,GF,2020-08-26 02:20:33,4.93,-52.33,75.2,100,15,5.73
385,Mackenzie,CA,2020-08-26 02:20:33,55.3,-123.17,60.8,59,90,10.29
386,Yar-Sale,RU,2020-08-26 02:16:42,66.83,70.83,54.82,77,38,5.57
387,Khandyga,RU,2020-08-26 02:17:33,62.67,135.6,57.43,44,0,5.21
388,General Pico,AR,2020-08-26 02:20:34,-35.66,-63.76,57.61,91,100,12.01
389,Adilabad,IN,2020-08-26 02:20:34,19.67,78.53,77.68,86,96,9.44
390,Puerto Ayacucho,VE,2020-08-26 02:20:34,5.66,-67.62,75.76,88,100,3.27
391,Ayorou,NE,2020-08-26 02:20:34,14.73,0.92,81.72,66,64,10.89
392,Balkanabat,TM,2020-08-26 02:20:35,39.51,54.37,67.3,40,0,3.76
393,Henties Bay,NA,2020-08-26 02:20:35,-22.12,14.28,55.99,82,0,3.0
394,Opuwo,NA,2020-08-26 02:20:35,-18.06,13.84,51.24,63,0,2.1
395,Beloha,MG,2020-08-26 02:20:35,-25.17,45.05,64.31,81,0,3.53
396,Bayanday,RU,2020-08-26 02:20:35,53.07,105.51,60.46,71,95,11.79
397,Baykit,RU,2020-08-26 02:20:36,61.67,96.37,56.73,79,98,4.79
398,Padang,ID,2020-08-26 02:17:01,-0.95,100.35,82.56,61,92,2.39
399,Iskateley,RU,2020-08-26 02:20:36,67.68,53.15,52.45,91,93,3.36
400,Leshukonskoye,RU,2020-08-26 02:20:36,64.9,45.76,43.99,88,0,4.72
401,Yinchuan,CN,2020-08-26 02:20:37,38.47,106.27,79.66,28,0,3.13
402,Linhares,BR,2020-08-26 02:16:15,-19.39,-40.07,62.44,71,34,5.55
403,Takhtamygda,RU,2020-08-26 02:20:37,54.1,123.57,55.49,77,93,5.12
404,Zalantun,CN,2020-08-26 02:20:37,48.0,122.72,66.18,74,95,0.63
405,Severodvinsk,RU,2020-08-26 02:17:22,64.56,39.83,39.2,100,40,2.24
406,Myitkyina,MM,2020-08-26 02:20:38,25.38,97.4,84.11,67,9,0.4
407,Bilibino,RU,2020-08-26 02:20:38,68.05,166.44,43.65,81,100,3.53
408,Kupang,ID,2020-08-26 02:20:38,-10.17,123.58,87.8,40,20,17.22
409,Caravelas,BR,2020-08-26 02:20:39,-17.71,-39.25,69.21,70,0,12.12
410,Sarrebourg,FR,2020-08-26 02:20:39,48.73,7.05,75.2,53,75,19.46
411,Boyolangu,ID,2020-08-26 02:20:39,-8.12,111.89,80.31,66,96,13.33
412,Kaka,TM,2020-08-26 02:20:39,37.35,59.61,65.43,40,0,4.88
413,Inuvik,CA,2020-08-26 02:16:25,68.35,-133.72,57.2,67,75,9.17
414,Pacific Grove,US,2020-08-26 02:17:48,36.62,-121.92,64.0,93,38,3.0
415,Balikpapan,ID,2020-08-26 02:19:09,-1.27,116.83,82.4,88,75,11.41
416,Sandy Bay,AU,2020-08-26 02:20:40,-42.91,147.35,54.0,54,75,14.99
417,Lincoln,US,2020-08-26 02:17:42,40.8,-96.67,82.99,65,1,9.17
418,Liberal,US,2020-08-26 02:20:40,37.04,-100.92,78.8,34,1,9.17
419,Dargaville,NZ,2020-08-26 02:20:41,-35.93,173.88,54.77,65,32,13.98
420,Bairiki,KI,2020-08-26 02:16:32,1.33,172.98,87.8,62,20,8.05
421,Ondjiva,AO,2020-08-26 02:20:41,-17.07,15.73,60.35,49,0,5.55
422,Tomatlan,MX,2020-08-26 02:20:41,19.93,-105.25,76.14,96,100,1.81
423,Dingle,PH,2020-08-26 02:20:41,11.0,122.67,86.13,71,0,8.99
424,Agadez,NE,2020-08-26 02:20:42,19.75,10.25,89.44,39,0,8.01
425,Bardiyah,LY,2020-08-26 02:20:42,31.76,25.09,75.34,84,0,10.71
426,Lata,PT,2020-08-26 02:20:42,40.16,-8.33,68.0,93,75,4.7
427,Kahului,US,2020-08-26 02:20:42,20.89,-156.47,89.6,55,40,29.97
428,Vestmanna,FO,2020-08-26 02:20:43,62.16,-7.17,44.6,81,32,9.17
429,La Orilla,MX,2020-08-26 02:20:43,17.98,-102.23,77.92,91,98,10.56
430,Cuxhaven,DE,2020-08-26 02:20:43,53.87,8.69,62.6,77,75,16.11
431,Mugur-Aksy,RU,2020-08-26 02:20:43,50.35,90.5,44.94,62,100,12.28
432,Celestun,MX,2020-08-26 02:18:35,20.87,-90.4,82.04,80,100,5.1
433,Nha Trang,VN,2020-08-26 02:16:54,12.25,109.18,96.8,53,25,2.15
434,Iqaluit,CA,2020-08-26 02:16:48,63.75,-68.51,41.0,86,75,2.24
435,Saldanha,ZA,2020-08-26 02:17:34,-33.01,17.94,55.4,87,78,12.84
436,Plettenberg Bay,ZA,2020-08-26 02:20:44,-34.05,23.37,56.88,74,77,9.06
437,Oxelosund,SE,2020-08-26 02:20:44,58.67,17.1,42.8,81,100,3.15
438,Rocha,UY,2020-08-26 02:20:45,-34.48,-54.33,57.02,88,100,6.62
439,Jumla,NP,2020-08-26 02:20:45,29.27,82.18,68.88,61,99,0.56
440,Edd,ER,2020-08-26 02:20:45,13.93,41.69,90.34,67,81,3.53
441,Aguimes,ES,2020-08-26 02:20:45,27.91,-15.45,77.0,78,20,20.8
442,Monopoli,IT,2020-08-26 02:20:45,40.96,17.29,73.0,73,0,5.82
443,Santa Maria,BR,2020-08-26 02:20:45,-29.68,-53.81,66.2,77,1,4.7
444,Thinadhoo,MV,2020-08-26 02:20:46,0.53,72.93,79.56,83,100,16.64
445,Salvador,SV,2020-08-26 02:20:46,13.83,-88.92,80.6,88,20,3.36
446,Termoli,IT,2020-08-26 02:20:46,41.99,14.99,71.01,72,0,7.0
447,Acapulco,MX,2020-08-26 02:20:13,16.86,-99.89,78.8,94,90,8.05
448,Jatai,BR,2020-08-26 02:20:46,-17.88,-51.71,70.5,41,0,6.31
449,Saint-Ambroise,CA,2020-08-26 02:20:47,48.55,-71.33,57.2,67,75,16.11
450,Agirish,RU,2020-08-26 02:20:47,61.92,63.02,52.63,97,85,2.19
451,Hualmay,PE,2020-08-26 02:20:47,-11.1,-77.61,60.6,85,15,11.1
452,Sioux Lookout,CA,2020-08-26 02:20:47,50.1,-91.92,62.6,82,90,8.05
453,Doha,QA,2020-08-26 02:17:07,25.29,51.53,93.2,38,93,8.05
454,Itacare,BR,2020-08-26 02:20:47,-14.28,-39.0,67.66,85,0,8.59
455,Saint-Augustin,CA,2020-08-26 02:16:50,51.23,-58.65,56.8,92,100,25.34
456,Moussoro,TD,2020-08-26 02:20:48,13.64,16.49,75.02,82,100,0.76
457,Brae,GB,2020-08-26 02:20:48,60.4,-1.35,46.4,87,100,11.41
458,Vila Do Maio,CV,2020-08-26 02:20:49,15.13,-23.22,82.4,78,40,4.7
459,Huilong,CN,2020-08-26 02:20:49,31.81,121.66,93.0,71,97,1.99
460,Sanmenxia,CN,2020-08-26 02:20:49,34.77,111.18,83.05,50,0,3.98
461,Aripuana,BR,2020-08-26 02:20:49,-9.17,-60.63,79.5,42,25,1.83
462,Borazjan,IR,2020-08-26 02:21:13,29.27,51.22,89.6,59,0,9.17
463,Azare,NG,2020-08-26 02:21:13,11.68,10.19,74.08,82,100,6.4
464,Dunedin,NZ,2020-08-26 02:16:29,-45.87,170.5,54.0,51,32,11.99
465,Zhob,PK,2020-08-26 02:21:13,31.34,69.45,77.5,61,92,2.91
466,Arroio Dos Ratos,BR,2020-08-26 02:21:13,-30.08,-51.73,64.99,88,56,5.82
467,Asau,RO,2020-08-26 02:21:13,46.43,26.4,57.99,99,99,0.85
468,Florianopolis,BR,2020-08-26 02:21:14,-27.61,-48.5,62.6,88,20,9.17
469,Prince Rupert,CA,2020-08-26 02:21:14,54.32,-130.32,55.4,93,90,4.7
470,Ostersund,SE,2020-08-26 02:21:14,63.18,14.64,46.4,81,93,13.87
471,Repalle,IN,2020-08-26 02:18:06,16.02,80.85,84.2,89,90,6.93
472,Irondale,US,2020-08-26 02:21:14,33.54,-86.71,75.99,94,90,5.82
473,Dhidhdhoo,MV,2020-08-26 02:21:15,6.88,73.1,82.63,71,100,10.8
474,Lasa,IT,2020-08-26 02:16:30,46.62,10.7,48.0,100,40,4.7
475,Moses Lake,US,2020-08-26 02:21:15,47.13,-119.28,87.8,18,1,8.05
476,Naze,JP,2020-08-26 02:21:15,28.37,129.48,82.4,88,75,25.28
477,Morondava,MG,2020-08-26 02:21:17,-20.28,44.28,70.61,77,13,1.57
478,Partur,IN,2020-08-26 02:21:17,19.6,76.22,75.09,85,69,7.05
479,Ngunguru,NZ,2020-08-26 02:21:17,-35.62,174.5,60.01,48,35,15.99
480,Muros,ES,2020-08-26 02:17:41,42.78,-9.06,66.99,94,65,3.0
481,Umm Kaddadah,SD,2020-08-26 02:21:18,13.6,26.69,83.12,56,0,8.48
482,Huarmey,PE,2020-08-26 02:21:18,-10.07,-78.15,60.98,85,6,8.81
483,Camacha,PT,2020-08-26 02:21:18,33.08,-16.33,71.6,83,20,11.41
484,Cap Malheureux,MU,2020-08-26 02:21:18,-19.98,57.61,68.0,78,0,4.0
485,Salou,ES,2020-08-26 02:21:19,41.08,1.14,80.01,88,75,6.93
486,Yuanping,CN,2020-08-26 02:21:19,38.72,112.76,74.01,54,100,2.01
487,Bandarbeyla,SO,2020-08-26 02:21:20,9.49,50.81,76.1,77,100,26.82
488,Hay River,CA,2020-08-26 02:21:21,60.82,-115.8,55.4,100,90,5.82
489,Miri,MY,2020-08-26 02:21:21,4.41,114.01,80.6,83,40,8.05
490,Port Augusta,AU,2020-08-26 02:21:22,-32.5,137.77,68.0,32,56,16.11
491,Forbes,AU,2020-08-26 02:21:22,-33.38,148.02,54.16,59,0,4.7
492,Rawson,AR,2020-08-26 02:16:40,-43.3,-65.1,46.0,81,100,9.91
493,Ivanteyevka,RU,2020-08-26 02:21:22,55.97,37.92,63.0,88,75,6.71
494,Cartagena,CO,2020-08-26 02:18:51,10.4,-75.51,80.31,83,100,8.84
495,Sao Jose Da Coroa Grande,BR,2020-08-26 02:21:23,-8.9,-35.15,73.67,84,18,12.26
496,Berdigestyakh,RU,2020-08-26 02:21:23,62.1,126.7,58.62,39,0,4.25
497,Mahon,ES,2020-08-26 02:21:23,39.89,4.27,71.6,88,0,3.36
498,Junin,AR,2020-08-26 02:21:23,-34.58,-60.94,64.58,95,95,9.22
499,Woodward,US,2020-08-26 02:18:08,36.43,-99.39,81.0,31,1,9.17
500,Guozhen,CN,2020-08-26 02:21:24,34.37,107.36,82.08,45,0,2.26
501,Sussex,US,2020-08-26 02:21:24,41.18,-74.67,75.2,49,1,5.82
502,Kuusamo,FI,2020-08-26 02:21:24,65.97,29.18,44.6,87,40,4.7
503,Burnie,AU,2020-08-26 02:18:14,-41.07,145.92,54.0,52,94,11.01
504,Bantry,IE,2020-08-26 02:21:24,51.68,-9.45,51.8,93,20,6.93
505,Kattivakkam,IN,2020-08-26 02:17:42,13.22,80.32,80.6,88,75,3.36
506,Florence,IT,2020-08-26 02:16:43,43.77,11.25,72.0,88,0,2.24
507,Staunton,US,2020-08-26 02:20:35,38.15,-79.07,70.0,88,40,3.36
508,Canguaretama,BR,2020-08-26 02:21:25,-6.38,-35.13,75.2,83,20,8.05
509,Dongsheng,CN,2020-08-26 02:21:25,39.82,109.98,70.48,44,0,7.38
510,Monroe,US,2020-08-26 02:17:58,43.15,-77.68,73.99,64,1,6.93
511,Trinidad,BO,2020-08-26 02:21:26,-14.83,-64.9,75.81,47,0,3.13
512,Marrakesh,MA,2020-08-26 02:21:26,31.63,-8.01,87.8,31,40,6.93
513,Soavinandriana,MG,2020-08-26 02:21:26,-19.17,46.73,52.09,99,33,5.03
514,Hasaki,JP,2020-08-26 02:21:26,35.73,140.83,91.0,74,75,5.82
515,El Tambo,CO,2020-08-26 02:21:26,1.42,-77.4,53.13,100,100,0.85
516,Wolgast,DE,2020-08-26 02:21:27,54.05,13.77,60.01,84,100,1.99
517,Panama City,PA,2020-08-26 02:19:43,8.99,-79.52,77.0,88,100,2.24
518,Ledyard,US,2020-08-26 02:21:27,41.44,-72.01,78.8,53,20,10.29
519,Igualada,ES,2020-08-26 02:21:27,41.58,1.62,66.99,84,6,1.01
520,Pak Phanang,TH,2020-08-26 02:17:06,8.35,100.2,84.2,83,20,3.36
521,Belyy Yar,RU,2020-08-26 02:21:28,53.6,91.39,57.2,87,40,11.18
522,Eenhana,NA,2020-08-26 02:21:28,-17.47,16.33,66.2,51,0,2.24
523,Santiago Del Estero,AR,2020-08-26 02:21:28,-27.8,-64.26,75.45,29,0,11.45
524,Manta,EC,2020-08-26 02:21:28,-0.95,-80.73,69.8,88,75,13.87
525,Fort Nelson,CA,2020-08-26 02:17:05,58.81,-122.7,62.6,51,75,5.82
526,Port Hawkesbury,CA,2020-08-26 02:21:29,45.62,-61.35,68.0,94,90,2.24
527,At-Bashi,KG,2020-08-26 02:16:51,41.17,75.81,62.89,48,56,0.76
528,Neyvo-Shaytanskiy,RU,2020-08-26 02:21:30,57.73,61.25,55.45,95,28,9.8
529,Petropavlovsk-Kamchatskiy,RU,2020-08-26 02:21:30,53.05,158.65,55.4,82,20,11.18
530,Deputatskiy,RU,2020-08-26 02:21:30,69.3,139.9,39.52,70,39,8.48
531,Weligama,LK,2020-08-26 02:21:30,5.97,80.42,80.92,81,100,5.48
532,Dhaka,BD,2020-08-26 02:19:23,23.71,90.41,82.4,78,75,11.41
533,Kamenka,RU,2020-08-26 02:21:31,51.32,42.77,61.25,39,76,7.99
534,Katherine,AU,2020-08-26 02:21:31,-14.47,132.27,87.8,18,28,17.22
535,Matara,LK,2020-08-26 02:18:33,5.95,80.54,80.76,81,100,5.21
536,Alofi,NU,2020-08-26 02:21:31,-19.06,-169.92,77.0,73,100,5.82
537,Kaffrine,SN,2020-08-26 02:21:32,14.11,-15.55,78.33,87,100,7.25
538,Butembo,CD,2020-08-26 02:21:32,0.15,29.28,56.8,100,96,1.92
539,Husavik,IS,2020-08-26 02:21:32,66.04,-17.34,33.8,78,0,3.36
540,Elizabeth City,US,2020-08-26 02:21:33,36.29,-76.25,81.0,88,1,8.05
541,Beyneu,KZ,2020-08-26 02:21:33,45.32,55.2,67.19,32,0,2.66
542,Stromness,GB,2020-08-26 02:21:33,58.97,-3.3,51.8,87,100,20.8
543,Bosaso,SO,2020-08-26 02:21:33,11.28,49.18,91.15,37,56,20.89
544,Malumfashi,NG,2020-08-26 02:21:34,11.79,7.62,68.61,95,100,6.89
545,Bengkulu,ID,2020-08-26 02:21:34,-3.8,102.27,83.64,61,29,6.13
546,Manono,CD,2020-08-26 02:21:34,-7.3,27.42,73.13,64,56,0.63
547,Desaguadero,PE,2020-08-26 02:21:34,-16.57,-69.04,43.75,68,1,2.8
548,Nijar,ES,2020-08-26 02:18:40,36.97,-2.21,77.0,88,0,3.36
549,Santiago De Cao,PE,2020-08-26 02:21:35,-7.96,-79.24,59.76,88,9,11.68
550,Mbanza-Ngungu,CD,2020-08-26 02:21:35,-5.25,14.87,69.3,86,22,8.57
551,Luganville,VU,2020-08-26 02:21:35,-15.53,167.17,84.2,74,40,13.87
552,Catalao,BR,2020-08-26 02:21:36,-18.17,-47.95,58.24,41,43,8.81
553,Mogadishu,SO,2020-08-26 02:18:18,2.04,45.34,76.28,83,33,11.79
554,Biggar,GB,2020-08-26 02:21:36,55.62,-3.52,55.4,87,90,4.7
555,Xining,CN,2020-08-26 02:21:36,36.62,101.77,65.62,38,0,2.13
556,Nizhniy Kuranakh,RU,2020-08-26 02:21:37,58.84,125.49,46.47,69,100,8.68
557,Yongchang,CN,2020-08-26 02:21:37,30.04,119.73,93.99,69,0,7.0
558,Del Rio,US,2020-08-26 02:17:01,29.36,-100.9,96.8,28,1,5.82
559,Santa Isabel Do Rio Negro,BR,2020-08-26 02:21:37,-0.41,-65.02,75.0,73,32,0.36
560,Gladstone,AU,2020-08-26 02:21:37,-23.85,151.25,73.4,27,0,5.82
561,Plainfield,US,2020-08-26 02:21:38,40.62,-74.42,79.0,60,1,6.93
562,Goderich,CA,2020-08-26 02:21:38,43.75,-81.72,73.0,82,73,6.55
563,Abalak,RU,2020-08-26 02:21:38,58.13,68.59,57.83,98,100,7.87
564,Wana,PK,2020-08-26 02:21:38,32.3,69.57,75.56,66,65,3.22
565,Yutsa,RU,2020-08-26 02:21:38,43.96,43.01,53.6,76,0,4.47
566,Sohag,EG,2020-08-26 02:21:39,26.56,31.69,78.8,31,0,4.7
567,Faanui,PF,2020-08-26 02:16:52,-16.48,-151.75,76.33,81,60,16.37
568,Alice Town,BS,2020-08-26 02:21:39,25.72,-79.3,84.69,77,1,17.43
569,San Vicente,AR,2020-08-26 02:21:39,-26.62,-54.13,62.4,78,0,4.34
570,Ariquemes,BR,2020-08-26 02:21:40,-9.91,-63.04,77.23,42,10,2.33
571,Coihaique,CL,2020-08-26 02:21:40,-45.58,-72.07,37.4,90,90,2.24
572,Muisne,EC,2020-08-26 02:21:40,0.6,-80.03,71.76,84,91,9.24
